molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
,[H]C(C(C([H])([H])C([H])([H])C1=C2C([H])=C([H])C(O[H])=C1[H])([H])C2([H])C([H])([H])C3([H])[H])(C([H])([H])C4([H])[H])C3(C([H])([H])[H])C4(C([H])([H])C([H])([H])[H])O[H],inactive,1000000
,[H]C(C(C([H])([H])C([H])([H])C1=C2C([H])=C([H])C(O[H])=C1[H])([H])C2([H])C([H])([H])C3([H])[H])(C([H])([H])C4([H])[H])C3(C([H])([H])[H])C4(C([H])([H])N([H])[H])O[H],inactive,1000000
,Cl/C([H])=C([H])\C1(C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])O[H],inactive,1000000
,Br/C([H])=C([H])\C1(C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])O[H],inactive,1000000
,[H]C(C(C([H])([H])C([H])([H])C1=C2C([H])=C([H])C(O[H])=C1[H])([H])C2([H])C3([H])OC([H])([H])[H])(C([H])([H])C4([H])[H])C(C3([H])[H])(C([H])([H])[H])C4(C#C[H])O[H],inactive,1000000
,Cl/C([H])=C([H])/C1(C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])O[H],inactive,1000000
,Br/C([H])=C([H])/C1(C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])O[H],inactive,1000000
,[125I]/C([H])=C([H])/C1(C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])O[H],inactive,1000000
,BrC1([H])C(C2(C([H])([H])[H])C(C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])([H])O[H],inactive,1000000
,[123I]C1([H])C(C2(C([H])([H])[H])C(C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])([H])O[H],inactive,1000000
,ClC1([H])C(C2(C([H])([H])[H])C(C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])([H])O[H],inactive,1000000
,BrC1([H])C(C2(C([H])([H])[H])C(C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3F)([H])C4([H])C([H])([H])C2([H])[H])([H])O[H],inactive,1000000
,[H][C@](C(C([H])([H])C([H])([H])C1=C2C([H])=C([H])C(O[H])=C1[H])([H])C2([H])C([H])([H])C3([H])[H])(C([H])([H])C4([H])[H])[C@@]3(C([H])([H])[H])[C@@]4(C#C[H])O[H],inactive,1000000
,FC(C1=C(C([H])=C2[H])C3([H])C(C([H])([H])C1([H])[H])([H])[C@](C([H])([H])C4([H])[H])([H])[C@@](C([H])([H])C3([H])[H])(C([H])([H])[H])[C@@]4(C#C[H])O[H])=C2O[H],inactive,1000000
,FC(F)([C@]1([C@@]2(C([H])([H])[H])[C@@](C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])O[H])F,inactive,1000000
,BrC1=C2C(C3([H])C(C([H])([H])C2([H])[H])([H])[C@](C([H])([H])C4([H])[H])([H])[C@@](C([H])([H])C3([H])[H])(C([H])([H])[H])[C@@]4(C#C[H])O[H])=C([H])C(Br)=C1O[H],inactive,1000000
,O=C(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])OC1([H])C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H],inactive,1000000
,FC(F)(C(O[C@@]1(C#N)[C@@]2(C([H])([H])[H])[C@@](C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(OC([H])([H])[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])=O)F,inactive,1000000
,[H][C@]1(C([H])([H])C([H])([H])/C2=N\OC([H])([H])C([H])([H])[H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C1=C([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,BrC1=C2C(C3([H])C(C([H])([H])C2([H])[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@](C([H])([H])C3([H])[H])(C([H])([H])[H])[C@@]4([H])OC(C([H])([H])[H])=O)=C([H])C(Br)=C1O[H],inactive,1000000
,[H][C@@]1(C([H])([H])C2([H])[H])[C@](C([H])([H])C([H])([H])[C@@](C(C([H])=C3[H])=C([H])C([H])=C3O[H])([H])C1([H])[H])(C([H])([H])[H])C2([H])O[H],inactive,1000000
,ClC1=C(C([H])=C([H])C(O[H])=C1[H])C2=C([H])[C@](C([H])([H])C3([H])[H])([H])[C@](C([H])([H])C2([H])[H])(C([H])([H])[H])C3([H])O[H],inactive,1000000
,FC1=C(C([H])=C([H])C(O[H])=C1[H])C2=C([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@](C2([H])[H])([H])C([H])([H])C([H])([H])C3([H])O[H],inactive,1000000
,ClC1=C(C([H])=C([H])C(O[H])=C1F)C2=C([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@](C2([H])[H])([H])C([H])([H])C([H])([H])C3([H])O[H],inactive,1000000
,[H]C1(C(C([H])([H])C([H])([H])C2=C3C([H])=C([H])C(O[H])=C2[H])([H])C3([H])C([H])([H])C4([H])[H])C4(C([H])([H])[H])[C@@]5(C([H])([H])C1([H])[H])O[C@](C([H])([H])[H])([H])C([H])([H])[C@]5([H])C([H])([H])[H],inactive,1000000
,Cl/C([H])=C([H])/C1(C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H])O[H],inactive,1000000
,[H]C(C1([H])C2([H])C(C([H])([H])C([H])([H])C([H])([H])C3([H])[H])([H])C3([H])C([H])([H])C1([H])[H])(C([H])([H])C4([H])[H])C(C([H])([H])C2([H])[H])(C([H])([H])[H])C54OC([H])([H])N=C5[H],inactive,1000000
,FC(C1=C([H])C2=C(C([H])=C1[H])C3([H])C(C([H])([H])C2([H])[H])([H])C(C([H])([H])C4([H])[H])([H])C(C([H])([H])C3([H])[H])(C([H])([H])[H])C54OC([H])([H])C([H])([H])O5)([H])F,inactive,1000000
,[H]C1(C([H])([H])C([H])=C2C([H])([H])O[H])C2(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,S=C1C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H],inactive,1000000
,[H]C1(C([H])([H])C([H])([H])/C2=N/N([H])[H])C2(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])C1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,N#CC12OC1([H])C([H])([H])C3([H])C2(C([H])([H])[H])C([H])([H])C([H])([H])C4([H])C3([H])C([H])([H])C([H])([H])C5=C4C([H])=C([H])C(O[H])=C5[H],inactive,1000000
,[H]C1(C(C([H])([H])C([H])([H])C2=C3C([H])=C([H])C(O[H])=C2[H])([H])C3([H])C([H])([H])C4([H])[H])C4(C([H])([H])[H])C(C(C([H])([H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O[H])([H])C([H])([H])C1([H])[H],inactive,1000000
,[H]C1(C2([H])C3([H])C(C([H])([H])C([H])([H])C([H])([H])C4([H])[H])(C([H])([H])[H])C4([H])C([H])([H])C2([H])[H])C(C([H])([H])C3([H])[H])(C([H])([H])[H])C(C(C([H])([H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])([H])N([H])[H])([H])C([H])([H])C1([H])[H],inactive,1000000
,[H]C1(C2([H])C3([H])C(C([H])([H])C([H])([H])C4([H])O[H])(C([H])([H])[H])C(C4([H])[H])=C([H])C2([H])[H])C(C([H])([H])C3([H])[H])(C([H])([H])[H])C(C(C([H])([H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])([H])N([H])[H])([H])C([H])([H])C1([H])[H],inactive,1000000
,[H][C@@]1([C@]2([H])[C@]3([H])[C@@](C([H])([H])C([H])([H])C([H])([H])C4([H])[H])(C([H])([H])[H])[C@@]4([H])SC2([H])[H])[C@](C([H])([H])C3([H])[H])(C([H])([H])[H])[C@@](C(C([H])([H])[H])([H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])([H])C([H])([H])[H])([H])C([H])([H])C1([H])[H],inactive,1000000
,[H][C@@]1(C([H])([H])C2([H])[H])[C@@](C([H])([H])C(C([H])([H])OC([H])([H])[H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])[C@@]4([H])C([H])([H])C([H])([H])[C@]1([H])C2([H])O[H],inactive,1000000
,FC(C([H])=C1C2([H])C(C([H])([H])C([H])([H])C1=C3[H])([H])C(C([H])([H])C([H])([H])C4=O)([H])C4(C([H])([H])[H])C([H])([H])C2([H])[H])=C3O[H],inactive,1000000
,O=C1[C@@]2(C([H])([H])[H])[C@@](C([H])([H])C1([H])[H])([H])[C@](C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3N([H])[H])([H])[C@]4([H])C([H])([H])C2([H])[H],inactive,1000000
,[H][C@]([C@](C([H])([H])C([H])([H])C1=C2C([H])=C([H])C(O[H])=C1[H])([H])[C@]2([H])C([H])([H])C3([H])[H])(C([H])([H])C4([H])[H])[C@]3(C([H])([H])[H])C4([H])O[H],inactive,1000000
,[H]C12C(C([H])([H])C([H])([H])C2([H])[H])(C([H])([H])O[H])C([H])([H])C([H])([H])[C@@]3([H])[C@@]1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,[H][C@@]12[C@](C([H])([H])C([H])([H])C2([H])[H])(C([H])([H])N([H])[H])C([H])([H])C([H])([H])[C@@]3([H])[C@@]1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,O=C1C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])OC3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H],inactive,1000000
,FC1=C([H])C2=C(C([H])=C1[H])C3([H])C(C([H])([H])C2([H])[H])([H])C(C([H])([H])C([H])([H])C4=O)([H])C4(C([H])([H])[H])C([H])([H])C3([H])[H],inactive,1000000
,[H]C1(C([H])([H])C2([H])[H])C(C2([H])O[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])([H])C3([H])C1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,N#CC([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,[H][C@@]1(C([H])([H])C2([H])[H])[C@@](C2([H])O[H])(C([H])([H])[H])C([H])([H])[C@@](C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])([H])[C@]3([H])[C@]1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,FC([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,N#CC([H])([H])C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,I/C([H])=C([H])\[C@]1([H])[C@@]2([H])[C@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,[H][C@@]1(C([H])([H])C2([H])[H])[C@@](C2([H])O[H])(C([H])([H])[H])C([H])([H])[C@@](C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])([H])[C@]3([H])[C@]1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,N#CC([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,BrC([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,FC([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,[H][C@@]1(C([H])([H])C2([H])[H])[C@@](C2([H])O[H])(C([H])([H])[H])C([H])([H])[C@@](C([H])([H])C([H])([H])OC(C([H])([H])[H])([H])C([H])([H])[H])([H])[C@]3([H])[C@]1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,O=S(OC([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H])(C([H])([H])[H])=O,inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,O=C(C([H])([H])C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H])N([H])C([H])([H])[H],inactive,1000000
,[H]C1(C([H])([H])C2([H])[H])C(C2([H])O[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])C([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H])([H])C3([H])C1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,O=C(C([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H])N([H])C([H])([H])C([H])([H])[H],inactive,1000000
,O=S(OC([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H])(C([H])([H])[H])=O,inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,[H]C1(C([H])([H])C2([H])[H])C(C2([H])O[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])C([H])([H])C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])C3([H])C1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,O=C(C([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H])N([H])C([H])([H])C([H])([H])[H],inactive,1000000
,O=S(OC([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H])(C([H])([H])[H])=O,inactive,1000000
,[H]C1(C([H])([H])C2([H])[H])C(C2([H])O[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H])([H])C3([H])C1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,S=C(C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H])OC([H])([H])C([H])([H])[H],inactive,1000000
,[H]C1(C([H])([H])C2([H])[H])C(C2([H])O[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])C([H])([H])C([H])([H])OC(C([H])([H])[H])([H])C([H])([H])[H])([H])C3([H])C1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,FC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,O=S(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C4([H])O[H])(C([H])([H])[H])C1([H])[H])(C([H])([H])[H])=O,inactive,1000000
,FC1=C(C([H])=C([H])C(O[H])=C1F)[C@@]2([H])C([H])([H])[C@@](C([H])([H])C3([H])[H])([H])[C@](C([H])([H])C2([H])[H])(C([H])([H])[H])C3([H])O[H],inactive,1000000
,FC(C([C@@]1([H])C([H])([H])[C@@](C([H])([H])C2([H])[H])([H])[C@](C([H])([H])C1([H])[H])(C([H])([H])[H])C2([H])O[H])=C([H])C(F)=C3O[H])=C3F,inactive,1000000
,ClC1=C(C([H])=C([H])C(O[H])=C1[H])[C@@]2([H])C([H])([H])[C@@](C([H])([H])C3([H])[H])([H])[C@](C([H])([H])C2([H])[H])(C([H])([H])[H])C3([H])O[H],inactive,1000000
,ClC1=C(C([H])=C([H])C(O[H])=C1Cl)C2=C([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@](C2([H])[H])([H])C([H])([H])C([H])([H])C3([H])O[H],inactive,1000000
,[H]C1(C([H])([H])C2([H])[H])C(C([H])([H])C([H])([H])C(C(C([H])=C3[H])=C(C([H])([H])[H])C([H])=C3O[H])([H])C1([H])[H])(C([H])([H])[H])C2([H])O[H],inactive,1000000
,FC1=C(C([H])([H])[H])C(C2([H])C([H])([H])C(C([H])([H])C3([H])[H])([H])C(C([H])([H])C2([H])[H])(C([H])([H])[H])C3([H])O[H])=C([H])C(F)=C1O[H],inactive,1000000
,ClC1=C(C([H])=C([H])C(O[H])=C1[H])C2=C([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@](C2([H])[H])([H])C([H])([H])C([H])([H])C3([H])O[H],inactive,1000000
,ClC1=C(C([H])=C([H])C(O[H])=C1F)C2=C([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@](C2([H])[H])([H])C([H])([H])C([H])([H])C3([H])O[H],inactive,1000000
,FC1=C([H])C([H])=C(C([H])=C1[H])C(C([H])=C2C3([H])C(C([H])([H])C([H])([H])C2=C4[H])([H])C(C([H])([H])C5([H])[H])([H])C(C([H])([H])C3([H])[H])(C([H])([H])[H])C5([H])O[H])=C4O[H],inactive,1000000
,ClC1=C([H])C([H])=C(C([H])=C1[H])C(C([H])=C2C3([H])C(C([H])([H])C([H])([H])C2=C4[H])([H])C(C([H])([H])C5([H])[H])([H])C(C([H])([H])C3([H])[H])(C([H])([H])[H])C5([H])O[H])=C4O[H],inactive,1000000
,FC(C([H])=C(C([H])=C1[H])C(C([H])=C2C3([H])C(C([H])([H])C([H])([H])C2=C4[H])([H])C(C([H])([H])C5([H])[H])([H])C(C([H])([H])C3([H])[H])(C([H])([H])[H])C5([H])O[H])=C4O[H])=C1F,inactive,1000000
,O=C1C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C([H])C(O[H])=C(C4=C([H])C(N([H])[H])=C([H])C([H])=C4[H])C([H])=C53)([H])C5([H])C([H])([H])C2([H])[H],inactive,1000000
,O=C1C2([H])C(C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])C(C([H])([H])C4([H])[H])([H])C(C1([H])[H])(C([H])([H])[H])C4([H])O[H],inactive,1000000
,FC1=C([H])C2=C(C([H])=C1[H])C3([H])C(C([H])([H])C2([H])[H])([H])C(C([H])([H])C([H])([H])C4=O)([H])C4(C([H])([H])[H])C([H])([H])C3([H])[H],inactive,1000000
,FC(C1=C(C([H])=C2[H])C3([H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C4=O)([H])C4(C([H])([H])[H])C([H])([H])C3([H])[H])=C2O[H],inactive,1000000
,S=C1C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H],inactive,1000000
,[H][C@@]([C@@](C([H])([H])C(C([H])([H])OC([H])([H])[H])([H])C1=C2C([H])=C([H])C(O[H])=C1[H])([H])[C@@]2([H])C([H])([H])C3([H])[H])(C([H])([H])C4([H])[H])[C@]3(C([H])([H])[H])C4([H])O[H],inactive,1000000
,BrC(C([H])=C1[C@]2([H])[C@@](C([H])([H])C([H])([H])C1=C3[H])([H])[C@](C([H])([H])C4([H])[H])([H])[C@@](C([H])([H])C2([H])[H])(C([H])([H])[H])C4([H])O[H])=C3O[H],inactive,1000000
,ClC1=C(C([H])=C([H])C(O[H])=C1[H])C2=C([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@](C2([H])[H])([H])C([H])([H])C([H])([H])C3([H])O[H],inactive,1000000
,[H]C(C(C([H])([H])C([H])([H])C1=C2C([H])=C([H])C(OC([H])([H])[H])=C1[H])([H])C2([H])N(C([H])([H])[H])C3([H])[H])(C([H])([H])C4([H])[H])C3(C([H])([H])[H])C4([H])O[H],inactive,1000000
,[H][C@@]1(C([H])([H])C2([H])[H])[C@@](C2([H])O[H])(C([H])([H])[H])C([H])([H])[C@@](C([H])([H])OC([H])([H])[H])([H])[C@]3([H])[C@]1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,FC([H])([H])C([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,ClC([H])([H])[C@]1([H])[C@]2([H])[C@@](C([H])([H])C([H])([H])C3=C2C([H])=C([H])C(O[H])=C3[H])([H])[C@@](C([H])([H])C4([H])[H])([H])[C@@](C4([H])O[H])(C([H])([H])[H])C1([H])[H],inactive,1000000
,[H][C@@]1(C([H])([H])C2([H])[H])[C@@](C2([H])O[H])(C([H])([H])[H])C([H])([H])[C@@](C([H])([H])C([H])([H])[H])([H])[C@]3([H])[C@]1([H])C([H])([H])C([H])([H])C4=C3C([H])=C([H])C(O[H])=C4[H],inactive,1000000
,O=C1C2(C([H])([H])[H])C(C(C1([H])[H])([H])O[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H],inactive,1000000
,FC1=C([H])C2=C(C([H])=C1[H])C3([H])C(C([H])([H])C2([H])[H])([H])C(C([H])([H])C([H])([H])C4=O)([H])C4(C([H])([H])[H])C([H])([H])C3([H])[H],inactive,1000000
,S=C1C2(C([H])([H])[H])C(C([H])([H])C1([H])[H])([H])C(C([H])([H])C([H])([H])C3=C4C([H])=C([H])C(O[H])=C3[H])([H])C4([H])C([H])([H])C2([H])[H],inactive,1000000
